,id,time,name,homeTeam,awayTeam,unique_name,price,extractTime,ticket_count,days_to_game,diff_initial,diff_max
20,104724583.0,2021-07-24 00:00:00.000000,Colorado Rockies at Los Angeles Dodgers,Los Angeles Dodgers,Colorado Rockies,Colorado Rockies at Los Angeles Dodgers: 2021-07-24,38.83,2021-06-08 17:51:48.284897,0,45.0,0.0,0.12747875354107657
21,104724585.0,2021-07-25 00:00:00.000000,Colorado Rockies at Los Angeles Dodgers,Los Angeles Dodgers,Colorado Rockies,Colorado Rockies at Los Angeles Dodgers: 2021-07-25,33.92,2021-06-08 17:51:48.284897,0,46.0,0.0,0.0
22,104725435.0,2021-08-03 00:00:00.000000,Houston Astros at Los Angeles Dodgers,Los Angeles Dodgers,Houston Astros,Houston Astros at Los Angeles Dodgers: 2021-08-03,110.02,2021-06-08 17:51:48.284897,0,55.0,0.0,0.0
23,104724588.0,2021-08-04 00:00:00.000000,Houston Astros at Los Angeles Dodgers,Los Angeles Dodgers,Houston Astros,Houston Astros at Los Angeles Dodgers: 2021-08-04,92.16,2021-06-08 17:51:48.285901,0,56.0,0.0,0.0
24,104724590.0,2021-08-06 00:00:00.000000,Los Angeles Angels at Los Angeles Dodgers,Los Angeles Dodgers,Los Angeles Angels,Los Angeles Angels at Los Angeles Dodgers: 2021-08-06,41.28,2021-06-08 17:51:48.285901,0,58.0,0.0,0.222625968992248
25,104725436.0,2021-08-07 00:00:00.000000,Los Angeles Angels at Los Angeles Dodgers,Los Angeles Dodgers,Los Angeles Angels,Los Angeles Angels at Los Angeles Dodgers: 2021-08-07,53.56,2021-06-08 17:51:48.285901,0,59.0,0.0,0.25728155339805825
26,104725437.0,2021-08-08 00:00:00.000000,Los Angeles Angels at Los Angeles Dodgers,Los Angeles Dodgers,Los Angeles Angels,Los Angeles Angels at Los Angeles Dodgers: 2021-08-08,42.51,2021-06-08 17:51:48.285901,0,60.0,0.0,0.057633498000470545
27,104724594.0,2021-08-16 00:00:00.000000,Pittsburgh Pirates at Los Angeles Dodgers,Los Angeles Dodgers,Pittsburgh Pirates,Pittsburgh Pirates at Los Angeles Dodgers: 2021-08-16,32.69,2021-06-08 17:51:48.285901,0,68.0,0.0,0.22514530437442642
28,104724596.0,2021-08-17 00:00:00.000000,Pittsburgh Pirates at Los Angeles Dodgers,Los Angeles Dodgers,Pittsburgh Pirates,Pittsburgh Pirates at Los Angeles Dodgers: 2021-08-17,32.69,2021-06-08 17:51:48.285901,0,69.0,0.0,0.0
29,104724597.0,2021-08-18 00:00:00.000000,Pittsburgh Pirates at Los Angeles Dodgers,Los Angeles Dodgers,Pittsburgh Pirates,Pittsburgh Pirates at Los Angeles Dodgers: 2021-08-18,70.74,2021-06-08 17:51:48.285901,0,70.0,0.0,0.10361888606163414
30,104724598.0,2021-08-19 00:00:00.000000,New York Mets at Los Angeles Dodgers,Los Angeles Dodgers,New York Mets,New York Mets at Los Angeles Dodgers: 2021-08-19,32.69,2021-06-08 17:51:48.285901,0,71.0,0.0,0.16763536249617633
31,104724599.0,2021-08-20 00:00:00.000000,New York Mets at Los Angeles Dodgers,Los Angeles Dodgers,New York Mets,New York Mets at Los Angeles Dodgers: 2021-08-20,38.83,2021-06-08 17:51:48.285901,0,72.0,0.0,0.0
32,104724601.0,2021-08-21 00:00:00.000000,New York Mets at Los Angeles Dodgers,Los Angeles Dodgers,New York Mets,New York Mets at Los Angeles Dodgers: 2021-08-21,48.65,2021-06-08 17:51:48.285901,0,73.0,0.0,0.0
33,104724603.0,2021-08-22 00:00:00.000000,New York Mets at Los Angeles Dodgers,Los Angeles Dodgers,New York Mets,New York Mets at Los Angeles Dodgers: 2021-08-22,33.92,2021-06-08 17:51:48.285901,0,74.0,0.0,0.07222877358490554
34,104724604.0,2021-08-27 00:00:00.000000,Colorado Rockies at Los Angeles Dodgers,Los Angeles Dodgers,Colorado Rockies,Colorado Rockies at Los Angeles Dodgers: 2021-08-27,32.69,2021-06-08 17:51:48.285901,0,79.0,0.0,0.0
35,104724606.0,2021-08-28 00:00:00.000000,Colorado Rockies at Los Angeles Dodgers,Los Angeles Dodgers,Colorado Rockies,Colorado Rockies at Los Angeles Dodgers: 2021-08-28,38.83,2021-06-08 17:51:48.285901,0,80.0,0.0,0.1264486221993305
36,104724607.0,2021-08-29 00:00:00.000000,Colorado Rockies at Los Angeles Dodgers,Los Angeles Dodgers,Colorado Rockies,Colorado Rockies at Los Angeles Dodgers: 2021-08-29,32.69,2021-06-08 17:51:48.285901,0,81.0,0.0,0.0
37,104724609.0,2021-08-30 00:00:00.000000,Atlanta Braves at Los Angeles Dodgers,Los Angeles Dodgers,Atlanta Braves,Atlanta Braves at Los Angeles Dodgers: 2021-08-30,41.46,2021-06-08 17:51:48.285901,0,82.0,0.0,0.0844187168355041
38,104725443.0,2021-08-31 00:00:00.000000,Atlanta Braves at Los Angeles Dodgers,Los Angeles Dodgers,Atlanta Braves,Atlanta Braves at Los Angeles Dodgers: 2021-08-31,26.55,2021-06-08 17:51:48.285901,0,83.0,0.0,0.1333333333333333
39,104725444.0,2021-09-01 00:00:00.000000,Atlanta Braves at Los Angeles Dodgers,Los Angeles Dodgers,Atlanta Braves,Atlanta Braves at Los Angeles Dodgers: 2021-09-01,32.33,2021-06-08 17:51:48.285901,0,84.0,0.0,0.12124961336220234
40,104724613.0,2021-09-10 00:00:00.000000,San Diego Padres at Los Angeles Dodgers,Los Angeles Dodgers,San Diego Padres,San Diego Padres at Los Angeles Dodgers: 2021-09-10,48.65,2021-06-08 17:51:48.285901,0,93.0,0.0,0.05035971223021589
41,104724615.0,2021-09-11 00:00:00.000000,San Diego Padres at Los Angeles Dodgers,Los Angeles Dodgers,San Diego Padres,San Diego Padres at Los Angeles Dodgers: 2021-09-11,65.83,2021-06-08 17:51:48.285901,0,94.0,0.0,0.0
42,104724616.0,2021-09-12 00:00:00.000000,San Diego Padres at Los Angeles Dodgers,Los Angeles Dodgers,San Diego Padres,San Diego Padres at Los Angeles Dodgers: 2021-09-12,42.51,2021-06-08 17:51:48.285901,0,95.0,0.0,0.0
43,104724618.0,2021-09-13 00:00:00.000000,Arizona Diamondbacks at Los Angeles Dodgers,Los Angeles Dodgers,Arizona Diamondbacks,Arizona Diamondbacks at Los Angeles Dodgers: 2021-09-13,36.54,2021-06-08 17:51:48.285901,0,96.0,0.0,0.014778325123152686
44,104725446.0,2021-09-14 00:00:00.000000,Arizona Diamondbacks at Los Angeles Dodgers,Los Angeles Dodgers,Arizona Diamondbacks,Arizona Diamondbacks at Los Angeles Dodgers: 2021-09-14,21.64,2021-06-08 17:51:48.285901,0,97.0,0.0,0.08502772643253234
45,104724621.0,2021-09-15 00:00:00.000000,Arizona Diamondbacks at Los Angeles Dodgers,Los Angeles Dodgers,Arizona Diamondbacks,Arizona Diamondbacks at Los Angeles Dodgers: 2021-09-15,27.86,2021-06-08 17:51:48.285901,0,98.0,0.0,0.015075376884422172
46,104724623.0,2021-09-28 00:00:00.000000,San Diego Padres at Los Angeles Dodgers,Los Angeles Dodgers,San Diego Padres,San Diego Padres at Los Angeles Dodgers: 2021-09-28,44.96,2021-06-08 17:51:48.285901,0,111.0,0.0,0.0
47,104724625.0,2021-09-29 00:00:00.000000,San Diego Padres at Los Angeles Dodgers,Los Angeles Dodgers,San Diego Padres,San Diego Padres at Los Angeles Dodgers: 2021-09-29,36.37,2021-06-08 17:51:48.285901,0,112.0,0.0,0.0
48,104724627.0,2021-09-30 00:00:00.000000,San Diego Padres at Los Angeles Dodgers,Los Angeles Dodgers,San Diego Padres,San Diego Padres at Los Angeles Dodgers: 2021-09-30,35.14,2021-06-08 17:51:48.285901,0,113.0,0.0,0.0
49,104724629.0,2021-10-01 00:00:00.000000,Milwaukee Brewers at Los Angeles Dodgers,Los Angeles Dodgers,Milwaukee Brewers,Milwaukee Brewers at Los Angeles Dodgers: 2021-10-01,35.14,2021-06-08 17:51:48.285901,0,114.0,0.0,0.0
50,104724631.0,2021-10-02 00:00:00.000000,Milwaukee Brewers at Los Angeles Dodgers,Los Angeles Dodgers,Milwaukee Brewers,Milwaukee Brewers at Los Angeles Dodgers: 2021-10-02,44.96,2021-06-08 17:51:48.285901,0,115.0,0.0,0.0
51,104725448.0,2021-10-03 00:00:00.000000,Milwaukee Brewers at Los Angeles Dodgers,Los Angeles Dodgers,Milwaukee Brewers,Milwaukee Brewers at Los Angeles Dodgers: 2021-10-03,32.69,2021-06-08 17:51:48.285901,0,116.0,0.0,0.0
155,104722879.0,2021-06-11 00:00:00.000000,Texas Rangers at Los Angeles Dodgers,Los Angeles Dodgers,Texas Rangers,Texas Rangers at Los Angeles Dodgers: 2021-06-11,75.28,2021-06-09 12:10:15.524332,0,1.0,-0.221307120085016,0.4125929861849097
156,104725408.0,2021-06-12 00:00:00.000000,Texas Rangers at Los Angeles Dodgers,Los Angeles Dodgers,Texas Rangers,Texas Rangers at Los Angeles Dodgers: 2021-06-12,36.35,2021-06-09 12:10:15.524341,0,2.0,-0.19779917469050898,0.16423658872077024
157,104725409.0,2021-06-13 00:00:00.000000,Texas Rangers at Los Angeles Dodgers,Los Angeles Dodgers,Texas Rangers,Texas Rangers at Los Angeles Dodgers: 2021-06-13,34.53,2021-06-09 12:10:15.524343,0,3.0,-0.1879525050680568,0.0
158,104724531.0,2021-06-14 00:00:00.000000,Philadelphia Phillies at Los Angeles Dodgers,Los Angeles Dodgers,Philadelphia Phillies,Philadelphia Phillies at Los Angeles Dodgers: 2021-06-14,35.55,2021-06-09 12:10:15.524345,0,4.0,0.0,0.0
159,104725410.0,2021-06-15 00:00:00.000000,Philadelphia Phillies at Los Angeles Dodgers,Los Angeles Dodgers,Philadelphia Phillies,Philadelphia Phillies at Los Angeles Dodgers: 2021-06-15,22.87,2021-06-09 12:10:15.524346,0,5.0,0.09269785745518135,0.4512461740271096
160,104725411.0,2021-06-16 00:00:00.000000,Philadelphia Phillies at Los Angeles Dodgers,Los Angeles Dodgers,Philadelphia Phillies,Philadelphia Phillies at Los Angeles Dodgers: 2021-06-16,39.68,2021-06-09 12:10:15.524385,0,6.0,-0.009828629032258078,0.0
161,104722883.0,2021-06-24 00:00:00.000000,Chicago Cubs at Los Angeles Dodgers,Los Angeles Dodgers,Chicago Cubs,Chicago Cubs at Los Angeles Dodgers: 2021-06-24,46.19,2021-06-09 12:10:15.524388,0,14.0,0.0,0.37951937648841744
162,104722884.0,2021-06-25 00:00:00.000000,Chicago Cubs at Los Angeles Dodgers,Los Angeles Dodgers,Chicago Cubs,Chicago Cubs at Los Angeles Dodgers: 2021-06-25,44.96,2021-06-09 12:10:15.524390,0,15.0,0.0,0.02735765124555153
163,104722885.0,2021-06-26 00:00:00.000000,Chicago Cubs at Los Angeles Dodgers,Los Angeles Dodgers,Chicago Cubs,Chicago Cubs at Los Angeles Dodgers: 2021-06-26,48.92,2021-06-09 12:10:15.524391,0,16.0,0.0,0.007767784137367037
164,104722886.0,2021-06-27 00:00:00.000000,Chicago Cubs at Los Angeles Dodgers,Los Angeles Dodgers,Chicago Cubs,Chicago Cubs at Los Angeles Dodgers: 2021-06-27,36.37,2021-06-09 12:10:15.524394,0,17.0,0.0,0.016497113005224127
165,104725415.0,2021-06-28 00:00:00.000000,San Francisco Giants at Los Angeles Dodgers,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants at Los Angeles Dodgers: 2021-06-28,34.05,2021-06-09 12:10:15.524395,0,18.0,0.0,0.0
166,104725416.0,2021-06-29 00:00:00.000000,San Francisco Giants at Los Angeles Dodgers,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants at Los Angeles Dodgers: 2021-06-29,44.15,2021-06-09 12:10:15.524397,0,19.0,0.0,1.2423556058890148
167,104724572.0,2021-07-09 00:00:00.000000,Arizona Diamondbacks at Los Angeles Dodgers,Los Angeles Dodgers,Arizona Diamondbacks,Arizona Diamondbacks at Los Angeles Dodgers: 2021-07-09,32.69,2021-06-09 12:10:15.524399,0,29.0,0.0,0.14102171918017742
168,104724574.0,2021-07-10 00:00:00.000000,Arizona Diamondbacks at Los Angeles Dodgers,Los Angeles Dodgers,Arizona Diamondbacks,Arizona Diamondbacks at Los Angeles Dodgers: 2021-07-10,44.96,2021-06-09 12:10:15.524403,0,30.0,0.0,0.013345195729537398
169,104724575.0,2021-07-11 00:00:00.000000,Arizona Diamondbacks at Los Angeles Dodgers,Los Angeles Dodgers,Arizona Diamondbacks,Arizona Diamondbacks at Los Angeles Dodgers: 2021-07-11,29.01,2021-06-09 12:10:15.524405,0,31.0,0.0,0.0
170,104724576.0,2021-07-19 00:00:00.000000,San Francisco Giants at Los Angeles Dodgers,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants at Los Angeles Dodgers: 2021-07-19,37.6,2021-06-09 12:10:15.524406,0,39.0,0.0,0.5601063829787233
171,104724577.0,2021-07-20 00:00:00.000000,San Francisco Giants at Los Angeles Dodgers,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants at Los Angeles Dodgers: 2021-07-20,37.6,2021-06-09 12:10:15.524408,0,40.0,0.0,0.0
172,104725433.0,2021-07-21 00:00:00.000000,San Francisco Giants at Los Angeles Dodgers,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants at Los Angeles Dodgers: 2021-07-21,33.92,2021-06-09 12:10:15.524409,0,41.0,0.0,0.0
173,104724579.0,2021-07-22 00:00:00.000000,San Francisco Giants at Los Angeles Dodgers,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants at Los Angeles Dodgers: 2021-07-22,38.83,2021-06-09 12:10:15.524411,0,42.0,0.0,0.09477208344063867
174,104724581.0,2021-07-23 00:00:00.000000,Colorado Rockies at Los Angeles Dodgers,Los Angeles Dodgers,Colorado Rockies,Colorado Rockies at Los Angeles Dodgers: 2021-07-23,32.69,2021-06-09 12:10:15.524413,0,43.0,0.0,0.0376261853777915
175,104724583.0,2021-07-24 00:00:00.000000,Colorado Rockies at Los Angeles Dodgers,Los Angeles Dodgers,Colorado Rockies,Colorado Rockies at Los Angeles Dodgers: 2021-07-24,38.83,2021-06-09 12:10:15.524414,0,44.0,0.0,0.12747875354107657
176,104724585.0,2021-07-25 00:00:00.000000,Colorado Rockies at Los Angeles Dodgers,Los Angeles Dodgers,Colorado Rockies,Colorado Rockies at Los Angeles Dodgers: 2021-07-25,33.92,2021-06-09 12:10:15.524416,0,45.0,0.0,0.0
177,104725435.0,2021-08-03 00:00:00.000000,Houston Astros at Los Angeles Dodgers,Los Angeles Dodgers,Houston Astros,Houston Astros at Los Angeles Dodgers: 2021-08-03,110.02,2021-06-09 12:10:15.524418,0,54.0,0.0,0.0
178,104724588.0,2021-08-04 00:00:00.000000,Houston Astros at Los Angeles Dodgers,Los Angeles Dodgers,Houston Astros,Houston Astros at Los Angeles Dodgers: 2021-08-04,92.16,2021-06-09 12:10:15.524420,0,55.0,0.0,0.0
179,104724590.0,2021-08-06 00:00:00.000000,Los Angeles Angels at Los Angeles Dodgers,Los Angeles Dodgers,Los Angeles Angels,Los Angeles Angels at Los Angeles Dodgers: 2021-08-06,41.28,2021-06-09 12:10:15.524421,0,57.0,0.0,0.222625968992248
180,104725436.0,2021-08-07 00:00:00.000000,Los Angeles Angels at Los Angeles Dodgers,Los Angeles Dodgers,Los Angeles Angels,Los Angeles Angels at Los Angeles Dodgers: 2021-08-07,53.56,2021-06-09 12:10:15.524423,0,58.0,0.0,0.25728155339805825
181,104725437.0,2021-08-08 00:00:00.000000,Los Angeles Angels at Los Angeles Dodgers,Los Angeles Dodgers,Los Angeles Angels,Los Angeles Angels at Los Angeles Dodgers: 2021-08-08,44.96,2021-06-09 12:10:15.524429,0,59.0,-0.05449288256227764,0.0
182,104724594.0,2021-08-16 00:00:00.000000,Pittsburgh Pirates at Los Angeles Dodgers,Los Angeles Dodgers,Pittsburgh Pirates,Pittsburgh Pirates at Los Angeles Dodgers: 2021-08-16,32.69,2021-06-09 12:10:15.524433,0,67.0,0.0,0.22514530437442642
